Experiment Repetition Index,"(0,KS)","(1,KS)","(2,KS)","(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,0.074736017553872,0.030895842011688563,0.01815032655772748,0.1083377448951359,0.033780560010629276,0.01807116146678641
1,0.0767360247771209,0.03552218503958318,0.020848274238388725,0.1194158744749187,0.03770441814763078,0.020236893174232242
2,0.07473602439486624,0.032766290474706715,0.01956378883932879,0.08835620841029335,0.0284630245518181,0.015878734294843287
3,0.07473601755377847,0.028118554533428496,0.016719318422792267,0.08061964391389836,0.024805212805791704,0.01377362387731632
4,0.08473601755352693,0.030411012812579012,0.018118881060654273,0.12490538886019324,0.03649377691777705,0.019517847895195548
5,0.0767360247771209,0.028596317205116486,0.016773258079031947,0.10911512751568636,0.034574733915346594,0.01847661689639336
6,0.08673601755360381,0.03472886218212944,0.020673630530597654,0.11772064211613584,0.038018185242107115,0.020543436082131942
7,0.07673601755398596,0.03411984905485025,0.020031439353740493,0.09228922243803217,0.030025275027208406,0.016749587980306947
8,0.08073601755567529,0.03029471943295976,0.017926692679140828,0.10601058696071444,0.033956015998260605,0.018290839043217738
9,0.08073601755567607,0.033087481082651235,0.0198358479895575,0.18645550195971738,0.03933055927448793,0.022088978181256727
